0.6, 0.02, 1000, 10, 4, 1192
0.12, 0.02, 1000, 10, 4, 1192
0.12, 0.02, 1000, 10, 4, 1203
0.12, 0.02, 1000, 10, 4, 1209
0.12, 0.02, 1000, 10, 4, 1208
0.18, 0.02, 1000, 10, 4, 1177
0.12, 0.02, 1000, 10, 4, 1175
0.12, 0.02, 1000, 10, 4, 1186
0.18, 0.02, 1000, 10, 4, 1176
0.12, 0.02, 1000, 10, 4, 1186
0.12, 0.02, 1000, 10, 4, 1192
0.12, 0.02, 1000, 10, 4, 1170
0.12, 0.02, 1000, 10, 4, 1187
0.12, 0.02, 1000, 10, 4, 1201
0.12, 0.02, 1000, 10, 4, 1202
0.12, 0.02, 1000, 10, 4, 1198
0.24, 0.02, 1000, 10, 4, 1208
0.12, 0.02, 1000, 10, 4, 1194
0.18, 0.02, 1000, 10, 4, 1197
0.12, 0.02, 1000, 10, 4, 1183
0.12, 0.02, 1000, 10, 4, 1176
0.18, 0.02, 1000, 10, 4, 1179
0.24, 0.02, 1000, 10, 4, 1169
0.12, 0.02, 1000, 10, 4, 1180
0.18, 0.02, 1000, 10, 4, 1176
0.12, 0.02, 1000, 10, 4, 1174
0.12, 0.02, 1000, 10, 4, 1167
0.12, 0.02, 1000, 10, 4, 1168
0.3, 0.02, 1000, 10, 4, 1178
0.12, 0.02, 1000, 10, 4, 1187
0.12, 0.02, 1000, 10, 4, 1170
0.12, 0.02, 1000, 10, 4, 1158
0.18, 0.02, 1000, 10, 4, 1156
0.12, 0.02, 1000, 10, 4, 1168
0.12, 0.02, 1000, 10, 4, 1178
0.3, 0.02, 1000, 10, 4, 1182
0.12, 0.02, 1000, 10, 4, 1178
0.12, 0.02, 1000, 10, 4, 1168
0.18, 0.02, 1000, 10, 4, 1189
0.12, 0.02, 1000, 10, 4, 1205
0.12, 0.02, 1000, 10, 4, 1184
0.3, 0.02, 1000, 10, 4, 1195
0.12, 0.02, 1000, 10, 4, 1170
0.18, 0.02, 1000, 10, 4, 1158
0.12, 0.02, 1000, 10, 4, 1164
0.12, 0.02, 1000, 10, 4, 1191
0.12, 0.02, 1000, 10, 4, 1209
0.12, 0.02, 1000, 10, 4, 1207
0.24, 0.02, 1000, 10, 4, 1199
0.12, 0.02, 1000, 10, 4, 1149
0.18, 0.02, 1000, 10, 4, 1147
0.12, 0.02, 1000, 10, 4, 1176
0.12, 0.02, 1000, 10, 4, 1158
0.18, 0.02, 1000, 10, 4, 1171
0.24, 0.02, 1000, 10, 4, 1176
0.18, 0.02, 1000, 10, 4, 1179
0.12, 0.02, 1000, 10, 4, 1176
0.06, 0.02, 1000, 10, 4, 1164
0.12, 0.02, 1000, 10, 4, 1164
0.12, 0.02, 1000, 10, 4, 1167
0.12, 0.02, 1000, 10, 4, 1183
0.12, 0.02, 1000, 10, 4, 1161
0.12, 0.02, 1000, 10, 4, 1162
0.12, 0.02, 1000, 10, 4, 1139
0.06, 0.02, 1000, 10, 4, 1134
0.12, 0.02, 1000, 10, 4, 1130
0.12, 0.02, 1000, 10, 4, 1132
0.12, 0.02, 1000, 10, 4, 1136
0.12, 0.02, 1000, 10, 4, 1148
0.06, 0.02, 1000, 10, 4, 1169
0.12, 0.02, 1000, 10, 4, 1179
0.12, 0.02, 1000, 10, 4, 1172
0.12, 0.02, 1000, 10, 4, 1182
0.06, 0.02, 1000, 10, 4, 1168
0.12, 0.02, 1000, 10, 4, 1166
0.12, 0.02, 1000, 10, 4, 1152
0.12, 0.02, 1000, 10, 4, 1144
0.18, 0.02, 1000, 10, 4, 1154
0.06, 0.02, 1000, 10, 4, 1173
0.12, 0.02, 1000, 10, 4, 1176
0.06, 0.02, 1000, 10, 4, 1176
0.12, 0.02, 1000, 10, 4, 1176
0.12, 0.02, 1000, 10, 4, 1171
0.12, 0.02, 1000, 10, 4, 1186
0.12, 0.02, 1000, 10, 4, 1183
0.06, 0.02, 1000, 10, 4, 1184
0.12, 0.02, 1000, 10, 4, 1182
0.12, 0.02, 1000, 10, 4, 1167
0.12, 0.02, 1000, 10, 4, 1166
0.12, 0.02, 1000, 10, 4, 1156
0.06, 0.02, 1000, 10, 4, 1163
0.12, 0.02, 1000, 10, 4, 1160
0.12, 0.02, 1000, 10, 4, 1182
0.12, 0.02, 1000, 10, 4, 1178
0.12, 0.02, 1000, 10, 4, 1174
0.06, 0.02, 1000, 10, 4, 1173
0.12, 0.02, 1000, 10, 4, 1181
0.12, 0.02, 1000, 10, 4, 1173
0.12, 0.02, 1000, 10, 4, 1174
0.12, 0.02, 1000, 10, 4, 1172
0.18, 0.02, 1000, 10, 4, 1188
0.06, 0.02, 1000, 10, 4, 1168
0.18, 0.02, 1000, 10, 4, 1160
0.06, 0.02, 1000, 10, 4, 1164
0.12, 0.02, 1000, 10, 4, 1174
0.06, 0.02, 1000, 10, 4, 1186
0.12, 0.02, 1000, 10, 4, 1192
0.12, 0.02, 1000, 10, 4, 1183
0.12, 0.02, 1000, 10, 4, 1179
0.06, 0.02, 1000, 10, 4, 1198
0.12, 0.02, 1000, 10, 4, 1207
0.12, 0.02, 1000, 10, 4, 1216
0.18, 0.02, 1000, 10, 4, 1221
0.06, 0.02, 1000, 10, 4, 1213
0.18, 0.02, 1000, 10, 4, 1209
