0.6, 0, 1000, 10, 4, 1157
0.06, 0, 1000, 10, 4, 1168
0.12, 0, 1000, 10, 4, 1170
0.06, 0, 1000, 10, 4, 1169
0.12, 0, 1000, 10, 4, 1168
0.12, 0, 1000, 10, 4, 1170
0.06, 0, 1000, 10, 4, 1171
0.12, 0, 1000, 10, 4, 1180
0.12, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1180
0.12, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1181
0.12, 0, 1000, 10, 4, 1180
0.12, 0, 1000, 10, 4, 1175
0.12, 0, 1000, 10, 4, 1182
0.12, 0, 1000, 10, 4, 1182
0.12, 0, 1000, 10, 4, 1179
0.12, 0, 1000, 10, 4, 1176
0.12, 0, 1000, 10, 4, 1177
0.12, 0, 1000, 10, 4, 1179
0.12, 0, 1000, 10, 4, 1183
0.12, 0, 1000, 10, 4, 1186
0.12, 0, 1000, 10, 4, 1181
0.18, 0, 1000, 10, 4, 1191
0.12, 0, 1000, 10, 4, 1192
0.12, 0, 1000, 10, 4, 1196
0.12, 0, 1000, 10, 4, 1195
0.12, 0, 1000, 10, 4, 1202
0.12, 0, 1000, 10, 4, 1195
0.12, 0, 1000, 10, 4, 1195
0.12, 0, 1000, 10, 4, 1185
0.12, 0, 1000, 10, 4, 1186
0.18, 0, 1000, 10, 4, 1186
0.12, 0, 1000, 10, 4, 1190
0.12, 0, 1000, 10, 4, 1184
0.12, 0, 1000, 10, 4, 1184
0.12, 0, 1000, 10, 4, 1187
0.12, 0, 1000, 10, 4, 1182
0.12, 0, 1000, 10, 4, 1177
0.12, 0, 1000, 10, 4, 1174
0.12, 0, 1000, 10, 4, 1167
0.12, 0, 1000, 10, 4, 1162
0.18, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1161
0.12, 0, 1000, 10, 4, 1153
0.12, 0, 1000, 10, 4, 1150
0.12, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1154
0.12, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1156
0.12, 0, 1000, 10, 4, 1156
0.12, 0, 1000, 10, 4, 1154
0.18, 0, 1000, 10, 4, 1154
0.12, 0, 1000, 10, 4, 1155
0.12, 0, 1000, 10, 4, 1153
0.12, 0, 1000, 10, 4, 1153
0.12, 0, 1000, 10, 4, 1160
0.12, 0, 1000, 10, 4, 1157
0.18, 0, 1000, 10, 4, 1153
0.12, 0, 1000, 10, 4, 1151
0.06, 0, 1000, 10, 4, 1148
0.24, 0, 1000, 10, 4, 1148
0.12, 0, 1000, 10, 4, 1137
0.12, 0, 1000, 10, 4, 1135
0.06, 0, 1000, 10, 4, 1138
0.12, 0, 1000, 10, 4, 1139
0.12, 0, 1000, 10, 4, 1143
0.12, 0, 1000, 10, 4, 1142
0.12, 0, 1000, 10, 4, 1143
0.12, 0, 1000, 10, 4, 1138
0.12, 0, 1000, 10, 4, 1135
0.12, 0, 1000, 10, 4, 1139
0.12, 0, 1000, 10, 4, 1139
0.18, 0, 1000, 10, 4, 1143
0.12, 0, 1000, 10, 4, 1154
0.12, 0, 1000, 10, 4, 1152
0.06, 0, 1000, 10, 4, 1154
0.18, 0, 1000, 10, 4, 1155
0.12, 0, 1000, 10, 4, 1154
0.12, 0, 1000, 10, 4, 1156
0.12, 0, 1000, 10, 4, 1156
0.12, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1154
0.18, 0, 1000, 10, 4, 1154
0.12, 0, 1000, 10, 4, 1160
0.12, 0, 1000, 10, 4, 1162
0.12, 0, 1000, 10, 4, 1163
0.12, 0, 1000, 10, 4, 1167
0.12, 0, 1000, 10, 4, 1177
0.24, 0, 1000, 10, 4, 1176
0.24, 0, 1000, 10, 4, 1177
0.12, 0, 1000, 10, 4, 1182
0.06, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1173
0.12, 0, 1000, 10, 4, 1176
0.06, 0, 1000, 10, 4, 1174
0.12, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1178
0.06, 0, 1000, 10, 4, 1177
0.12, 0, 1000, 10, 4, 1178
0.12, 0, 1000, 10, 4, 1175
0.12, 0, 1000, 10, 4, 1169
0.12, 0, 1000, 10, 4, 1164
0.06, 0, 1000, 10, 4, 1162
0.12, 0, 1000, 10, 4, 1162
0.12, 0, 1000, 10, 4, 1165
0.06, 0, 1000, 10, 4, 1168
0.12, 0, 1000, 10, 4, 1169
0.12, 0, 1000, 10, 4, 1169
0.06, 0, 1000, 10, 4, 1166
0.12, 0, 1000, 10, 4, 1167
0.06, 0, 1000, 10, 4, 1164
0.12, 0, 1000, 10, 4, 1163
0.06, 0, 1000, 10, 4, 1164
0.12, 0, 1000, 10, 4, 1161
0.12, 0, 1000, 10, 4, 1158
0.06, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1159
0.06, 0, 1000, 10, 4, 1160
0.12, 0, 1000, 10, 4, 1160
0.12, 0, 1000, 10, 4, 1165
0.06, 0, 1000, 10, 4, 1161
0.12, 0, 1000, 10, 4, 1155
0.12, 0, 1000, 10, 4, 1158
0.06, 0, 1000, 10, 4, 1159
0.12, 0, 1000, 10, 4, 1158
0.06, 0, 1000, 10, 4, 1158
0.12, 0, 1000, 10, 4, 1161
0.06, 0, 1000, 10, 4, 1160
0.12, 0, 1000, 10, 4, 1159
0.12, 0, 1000, 10, 4, 1168
0.06, 0, 1000, 10, 4, 1169
0.12, 0, 1000, 10, 4, 1167
