2.46, 0.02, 10095, 10, 1, 27074
2.4, 0.02, 10095, 10, 1, 27540
2.4, 0.02, 10095, 10, 1, 26904
2.34, 0.02, 10095, 10, 1, 27531
2.58, 0.02, 10095, 10, 1, 26588
2.4, 0.02, 10095, 10, 1, 26838
2.46, 0.02, 10095, 10, 1, 26770
2.4, 0.02, 10095, 10, 1, 27772
2.34, 0.02, 10095, 10, 1, 26974
2.46, 0.02, 10095, 10, 1, 27141
2.4, 0.02, 10095, 10, 1, 26751
3, 0.02, 10095, 10, 1, 27152
2.76, 0.02, 10095, 10, 1, 26904
2.46, 0.02, 10095, 10, 1, 27276
2.46, 0.02, 10095, 10, 1, 26277
2.28, 0.02, 10095, 10, 1, 27027
2.58, 0.02, 10095, 10, 1, 26749
2.34, 0.02, 10095, 10, 1, 27263
2.34, 0.02, 10095, 10, 1, 27609
2.4, 0.02, 10095, 10, 1, 26762
2.4, 0.02, 10095, 10, 1, 26613
2.46, 0.02, 10095, 10, 1, 27486
2.4, 0.02, 10095, 10, 1, 27042
2.34, 0.02, 10095, 10, 1, 26872
2.4, 0.02, 10095, 10, 1, 28323
2.52, 0.02, 10095, 10, 1, 27566
2.52, 0.02, 10095, 10, 1, 26628
2.4, 0.02, 10095, 10, 1, 26936
2.34, 0.02, 10095, 10, 1, 26930
2.28, 0.02, 10095, 10, 1, 26685
2.34, 0.02, 10095, 10, 1, 26929
2.46, 0.02, 10095, 10, 1, 27475
2.4, 0.02, 10095, 10, 1, 27109
2.34, 0.02, 10095, 10, 1, 27616
2.34, 0.02, 10095, 10, 1, 27664
2.34, 0.02, 10095, 10, 1, 27246
2.46, 0.02, 10095, 10, 1, 27165
2.4, 0.02, 10095, 10, 1, 27235
2.34, 0.02, 10095, 10, 1, 26815
2.34, 0.02, 10095, 10, 1, 26762
2.34, 0.02, 10095, 10, 1, 27171
2.64, 0.02, 10095, 10, 1, 27650
2.46, 0.02, 10095, 10, 1, 27672
