0.6, 0.02, 1000, 6010
0.06, 0.02, 1000, 6047
0.06, 0.02, 1000, 562
0.12, 0.02, 1000, 575
0.12, 0.02, 1000, 1200
0.12, 0.02, 1000, 1213
0.12, 0.02, 1000, 1159
0.12, 0.02, 1000, 1228
0.12, 0.02, 1000, 1278
0.12, 0.02, 1000, 1122
0.12, 0.02, 1000, 1187
0.18, 0.02, 1000, 1194
0.06, 0.02, 1000, 1787
0.18, 0.02, 1000, 637
0.12, 0.02, 1000, 1809
0.12, 0.02, 1000, 1286
0.12, 0.02, 1000, 1211
0.12, 0.02, 1000, 1258
0.18, 0.02, 1000, 1213
0.12, 0.02, 1000, 1842
0.12, 0.02, 1000, 1200
0.12, 0.02, 1000, 1111
0.12, 0.02, 1000, 1152
0.12, 0.02, 1000, 1166
0.12, 0.02, 1000, 1191
0.24, 0.02, 1000, 1211
0.12, 0.02, 1000, 2475
0.12, 0.02, 1000, 1205
0.12, 0.02, 1000, 1265
0.12, 0.02, 1000, 1307
0.12, 0.02, 1000, 1180
0.12, 0.02, 1000, 1151
0.12, 0.02, 1000, 1152
0.24, 0.02, 1000, 1202
0.12, 0.02, 1000, 2414
0.12, 0.02, 1000, 1206
0.12, 0.02, 1000, 1188
0.12, 0.02, 1000, 1238
0.12, 0.02, 1000, 1215
0.12, 0.02, 1000, 1143
0.24, 0.02, 1000, 1193
0.12, 0.02, 1000, 2342
0.12, 0.02, 1000, 1212
0.12, 0.02, 1000, 1193
0.12, 0.02, 1000, 1198
0.12, 0.02, 1000, 1273
0.12, 0.02, 1000, 1157
0.18, 0.02, 1000, 1282
0.12, 0.02, 1000, 1817
0.12, 0.02, 1000, 1209
0.12, 0.02, 1000, 1134
0.12, 0.02, 1000, 1235
0.12, 0.02, 1000, 1165
0.12, 0.02, 1000, 1095
0.12, 0.02, 1000, 1233
0.18, 0.02, 1000, 1175
0.12, 0.02, 1000, 1892
0.12, 0.02, 1000, 1165
0.12, 0.02, 1000, 1228
0.12, 0.02, 1000, 1232
0.12, 0.02, 1000, 1134
0.12, 0.02, 1000, 1114
0.12, 0.02, 1000, 1231
0.24, 0.02, 1000, 1197
0.12, 0.02, 1000, 2443
0.12, 0.02, 1000, 1244
0.12, 0.02, 1000, 1215
0.12, 0.02, 1000, 1269
0.12, 0.02, 1000, 1221
0.12, 0.02, 1000, 1168
0.24, 0.02, 1000, 1159
0.12, 0.02, 1000, 2447
0.12, 0.02, 1000, 1266
0.12, 0.02, 1000, 1147
0.12, 0.02, 1000, 1147
0.12, 0.02, 1000, 1181
0.06, 0.02, 1000, 1247
0.12, 0.02, 1000, 562
0.12, 0.02, 1000, 1144
0.12, 0.02, 1000, 1200
0.12, 0.02, 1000, 1119
0.06, 0.02, 1000, 1238
0.12, 0.02, 1000, 636
0.12, 0.02, 1000, 1146
0.06, 0.02, 1000, 1242
0.12, 0.02, 1000, 607
0.12, 0.02, 1000, 1137
0.06, 0.02, 1000, 1176
0.12, 0.02, 1000, 583
0.12, 0.02, 1000, 1251
0.12, 0.02, 1000, 1271
0.06, 0.02, 1000, 1100
0.12, 0.02, 1000, 586
0.12, 0.02, 1000, 1182
0.06, 0.02, 1000, 1150
0.12, 0.02, 1000, 572
0.12, 0.02, 1000, 1189
0.12, 0.02, 1000, 1160
0.06, 0.02, 1000, 1135
0.12, 0.02, 1000, 580
0.12, 0.02, 1000, 1277
0.06, 0.02, 1000, 1141
0.12, 0.02, 1000, 583
0.12, 0.02, 1000, 1253
0.06, 0.02, 1000, 1246
0.12, 0.02, 1000, 621
0.12, 0.02, 1000, 1195
0.12, 0.02, 1000, 1169
0.06, 0.02, 1000, 1234
0.12, 0.02, 1000, 608
0.12, 0.02, 1000, 1208
0.12, 0.02, 1000, 1241
0.12, 0.02, 1000, 1224
0.06, 0.02, 1000, 1241
0.18, 0.02, 1000, 615
0.12, 0.02, 1000, 1752
0.06, 0.02, 1000, 1198
0.12, 0.02, 1000, 597
0.12, 0.02, 1000, 1214
0.12, 0.02, 1000, 1195
0.12, 0.02, 1000, 1134
0.12, 0.02, 1000, 1219
0.12, 0.02, 1000, 1157
0.12, 0.02, 1000, 1193
0.12, 0.02, 1000, 1184
0.12, 0.02, 1000, 1232
0.12, 0.02, 1000, 1190
0.06, 0.02, 1000, 1160
0.12, 0.02, 1000, 597
0.12, 0.02, 1000, 1219
0.12, 0.02, 1000, 1187
0.06, 0.02, 1000, 1148
0.12, 0.02, 1000, 567
0.12, 0.02, 1000, 1215
0.12, 0.02, 1000, 1215
0.06, 0.02, 1000, 1202
0.12, 0.02, 1000, 553
0.12, 0.02, 1000, 1238
0.06, 0.02, 1000, 1179
0.12, 0.02, 1000, 596
0.12, 0.02, 1000, 1192
0.06, 0.02, 1000, 1133
0.12, 0.02, 1000, 544
0.12, 0.02, 1000, 1203
0.06, 0.02, 1000, 1162
0.12, 0.02, 1000, 591
0.12, 0.02, 1000, 1204
0.06, 0.02, 1000, 1203
0.12, 0.02, 1000, 620
0.06, 0.02, 1000, 1166
0.12, 0.02, 1000, 578
0.12, 0.02, 1000, 1261
0.06, 0.02, 1000, 1179
0.12, 0.02, 1000, 531
0.12, 0.02, 1000, 1147
0.06, 0.02, 1000, 1151
0.12, 0.02, 1000, 580
0.12, 0.02, 1000, 1238
