0.66, 0.02, 1000, 2178
0.06, 0.02, 1000, 2298
0.12, 0.02, 1000, 192
0.12, 0.02, 1000, 439
0.18, 0.02, 1000, 454
0.18, 0.02, 1000, 678
0.18, 0.02, 1000, 629
0.18, 0.02, 1000, 657
0.18, 0.02, 1000, 639
0.12, 0.02, 1000, 644
0.18, 0.02, 1000, 437
0.18, 0.02, 1000, 589
0.12, 0.02, 1000, 636
0.12, 0.02, 1000, 489
0.06, 0.02, 1000, 427
0.12, 0.02, 1000, 183
0.12, 0.02, 1000, 443
0.12, 0.02, 1000, 409
0.12, 0.02, 1000, 441
0.12, 0.02, 1000, 456
0.12, 0.02, 1000, 401
0.12, 0.02, 1000, 423
0.24, 0.02, 1000, 474
0.12, 0.02, 1000, 876
0.12, 0.02, 1000, 402
0.12, 0.02, 1000, 451
0.12, 0.02, 1000, 406
0.12, 0.02, 1000, 425
0.12, 0.02, 1000, 410
0.24, 0.02, 1000, 406
0.12, 0.02, 1000, 882
0.12, 0.02, 1000, 401
0.12, 0.02, 1000, 400
0.12, 0.02, 1000, 410
0.12, 0.02, 1000, 427
0.12, 0.02, 1000, 391
0.24, 0.02, 1000, 411
0.12, 0.02, 1000, 859
0.12, 0.02, 1000, 419
0.12, 0.02, 1000, 446
0.12, 0.02, 1000, 426
0.12, 0.02, 1000, 379
0.12, 0.02, 1000, 466
0.12, 0.02, 1000, 447
0.24, 0.02, 1000, 451
0.12, 0.02, 1000, 889
0.12, 0.02, 1000, 435
0.12, 0.02, 1000, 446
0.12, 0.02, 1000, 389
0.12, 0.02, 1000, 440
0.12, 0.02, 1000, 397
0.24, 0.02, 1000, 363
0.12, 0.02, 1000, 822
0.12, 0.02, 1000, 412
0.12, 0.02, 1000, 459
0.12, 0.02, 1000, 438
0.12, 0.02, 1000, 422
0.12, 0.02, 1000, 455
0.12, 0.02, 1000, 417
0.12, 0.02, 1000, 437
0.12, 0.02, 1000, 437
0.12, 0.02, 1000, 405
0.12, 0.02, 1000, 446
0.12, 0.02, 1000, 428
0.06, 0.02, 1000, 459
0.12, 0.02, 1000, 230
0.06, 0.02, 1000, 425
0.18, 0.02, 1000, 195
0.06, 0.02, 1000, 682
0.12, 0.02, 1000, 206
0.06, 0.02, 1000, 457
0.12, 0.02, 1000, 222
0.12, 0.02, 1000, 391
0.06, 0.02, 1000, 416
0.12, 0.02, 1000, 210
0.06, 0.02, 1000, 487
0.12, 0.02, 1000, 178
0.12, 0.02, 1000, 433
0.12, 0.02, 1000, 431
0.12, 0.02, 1000, 432
0.12, 0.02, 1000, 452
0.06, 0.02, 1000, 436
0.12, 0.02, 1000, 205
0.12, 0.02, 1000, 408
0.12, 0.02, 1000, 389
0.06, 0.02, 1000, 445
0.12, 0.02, 1000, 212
0.12, 0.02, 1000, 476
0.12, 0.02, 1000, 386
0.06, 0.02, 1000, 397
0.12, 0.02, 1000, 191
0.06, 0.02, 1000, 440
0.12, 0.02, 1000, 234
0.06, 0.02, 1000, 447
0.12, 0.02, 1000, 211
0.12, 0.02, 1000, 403
0.06, 0.02, 1000, 411
0.12, 0.02, 1000, 168
0.12, 0.02, 1000, 417
0.06, 0.02, 1000, 442
0.12, 0.02, 1000, 208
0.12, 0.02, 1000, 382
0.06, 0.02, 1000, 423
0.12, 0.02, 1000, 222
0.12, 0.02, 1000, 336
0.06, 0.02, 1000, 438
0.12, 0.02, 1000, 191
0.12, 0.02, 1000, 418
0.06, 0.02, 1000, 412
0.12, 0.02, 1000, 227
0.06, 0.02, 1000, 418
0.12, 0.02, 1000, 209
0.12, 0.02, 1000, 445
0.06, 0.02, 1000, 416
0.12, 0.02, 1000, 189
0.06, 0.02, 1000, 441
0.12, 0.02, 1000, 217
0.12, 0.02, 1000, 431
0.12, 0.02, 1000, 413
0.06, 0.02, 1000, 380
0.12, 0.02, 1000, 243
0.06, 0.02, 1000, 418
0.12, 0.02, 1000, 221
0.06, 0.02, 1000, 439
0.12, 0.02, 1000, 222
0.12, 0.02, 1000, 465
0.06, 0.02, 1000, 422
0.12, 0.02, 1000, 206
0.12, 0.02, 1000, 392
0.12, 0.02, 1000, 453
0.06, 0.02, 1000, 457
0.12, 0.02, 1000, 202
0.12, 0.02, 1000, 400
0.06, 0.02, 1000, 433
0.12, 0.02, 1000, 198
0.12, 0.02, 1000, 437
0.12, 0.02, 1000, 412
0.12, 0.02, 1000, 408
0.06, 0.02, 1000, 428
0.12, 0.02, 1000, 190
0.06, 0.02, 1000, 411
0.12, 0.02, 1000, 229
0.06, 0.02, 1000, 444
0.12, 0.02, 1000, 258
0.12, 0.02, 1000, 433
0.06, 0.02, 1000, 397
0.12, 0.02, 1000, 166
0.12, 0.02, 1000, 408
0.06, 0.02, 1000, 432
0.12, 0.02, 1000, 212
0.12, 0.02, 1000, 449
0.12, 0.02, 1000, 408
0.06, 0.02, 1000, 415
0.12, 0.02, 1000, 192
0.12, 0.02, 1000, 414
0.06, 0.02, 1000, 410
0.12, 0.02, 1000, 215
0.12, 0.02, 1000, 438
0.12, 0.02, 1000, 423
0.06, 0.02, 1000, 426
0.12, 0.02, 1000, 218
0.06, 0.02, 1000, 448
0.12, 0.02, 1000, 215
0.12, 0.02, 1000, 413
0.06, 0.02, 1000, 425
0.12, 0.02, 1000, 186
0.12, 0.02, 1000, 423
0.12, 0.02, 1000, 430
0.12, 0.02, 1000, 429
0.06, 0.02, 1000, 428
0.12, 0.02, 1000, 226
0.12, 0.02, 1000, 433
0.12, 0.02, 1000, 445
0.12, 0.02, 1000, 418
0.06, 0.02, 1000, 397
0.12, 0.02, 1000, 188
0.12, 0.02, 1000, 421
0.12, 0.02, 1000, 394
0.12, 0.02, 1000, 420
0.06, 0.02, 1000, 429
0.12, 0.02, 1000, 213
0.06, 0.02, 1000, 417
0.12, 0.02, 1000, 238
0.12, 0.02, 1000, 418
0.06, 0.02, 1000, 428
0.12, 0.02, 1000, 190
0.12, 0.02, 1000, 437
0.06, 0.02, 1000, 409
0.12, 0.02, 1000, 208
0.12, 0.02, 1000, 391
0.06, 0.02, 1000, 404
0.12, 0.02, 1000, 210
0.06, 0.02, 1000, 427
0.12, 0.02, 1000, 223
0.12, 0.02, 1000, 436
0.06, 0.02, 1000, 411
0.12, 0.02, 1000, 217
0.12, 0.02, 1000, 390
0.12, 0.02, 1000, 403
0.06, 0.02, 1000, 450
0.12, 0.02, 1000, 175
0.06, 0.02, 1000, 430
0.12, 0.02, 1000, 225
0.06, 0.02, 1000, 400
0.12, 0.02, 1000, 247
0.06, 0.02, 1000, 396
0.12, 0.02, 1000, 177
0.12, 0.02, 1000, 388
0.06, 0.02, 1000, 424
0.12, 0.02, 1000, 234
0.12, 0.02, 1000, 401
