0.6, 0, 1000, 10, 4, 1254
0.12, 0, 1000, 10, 4, 1259
0.06, 0, 1000, 10, 4, 1251
0.12, 0, 1000, 10, 4, 1258
0.06, 0, 1000, 10, 4, 1249
0.12, 0, 1000, 10, 4, 1247
0.06, 0, 1000, 10, 4, 1247
0.12, 0, 1000, 10, 4, 1247
0.12, 0, 1000, 10, 4, 1239
0.06, 0, 1000, 10, 4, 1242
0.18, 0, 1000, 10, 4, 1243
0.06, 0, 1000, 10, 4, 1243
0.12, 0, 1000, 10, 4, 1251
0.12, 0, 1000, 10, 4, 1254
0.06, 0, 1000, 10, 4, 1255
0.12, 0, 1000, 10, 4, 1253
0.12, 0, 1000, 10, 4, 1252
0.06, 0, 1000, 10, 4, 1247
0.12, 0, 1000, 10, 4, 1239
0.06, 0, 1000, 10, 4, 1238
0.12, 0, 1000, 10, 4, 1232
0.12, 0, 1000, 10, 4, 1231
0.12, 0, 1000, 10, 4, 1231
0.06, 0, 1000, 10, 4, 1229
0.12, 0, 1000, 10, 4, 1225
0.06, 0, 1000, 10, 4, 1230
0.12, 0, 1000, 10, 4, 1224
0.12, 0, 1000, 10, 4, 1228
0.06, 0, 1000, 10, 4, 1232
0.12, 0, 1000, 10, 4, 1235
0.06, 0, 1000, 10, 4, 1234
0.12, 0, 1000, 10, 4, 1230
0.18, 0, 1000, 10, 4, 1231
0.06, 0, 1000, 10, 4, 1235
0.12, 0, 1000, 10, 4, 1229
0.12, 0, 1000, 10, 4, 1230
0.06, 0, 1000, 10, 4, 1225
0.12, 0, 1000, 10, 4, 1223
0.12, 0, 1000, 10, 4, 1231
0.12, 0, 1000, 10, 4, 1239
0.12, 0, 1000, 10, 4, 1245
0.12, 0, 1000, 10, 4, 1246
0.12, 0, 1000, 10, 4, 1241
0.12, 0, 1000, 10, 4, 1240
0.12, 0, 1000, 10, 4, 1232
0.18, 0, 1000, 10, 4, 1230
0.06, 0, 1000, 10, 4, 1236
0.12, 0, 1000, 10, 4, 1234
0.12, 0, 1000, 10, 4, 1229
0.12, 0, 1000, 10, 4, 1226
0.12, 0, 1000, 10, 4, 1224
0.12, 0, 1000, 10, 4, 1221
0.12, 0, 1000, 10, 4, 1225
0.12, 0, 1000, 10, 4, 1228
0.12, 0, 1000, 10, 4, 1225
0.12, 0, 1000, 10, 4, 1224
0.12, 0, 1000, 10, 4, 1228
0.12, 0, 1000, 10, 4, 1234
0.12, 0, 1000, 10, 4, 1237
